Time(s) RTT(ms)
0.0 0.00184693
2.19566 1.71287 ms
2.19568 1.62376 ms
2.19568 1.62376 ms
2.19585 1.54579 ms
2.19585 1.54579 ms
2.19616 1.60256 ms
2.19616 1.60256 ms
2.19681 1.52724 ms
2.19681 1.52724 ms
2.19729 1.58633 ms
2.19729 1.58633 ms
2.19732 1.63804 ms
2.19732 1.63804 ms
2.19751 1.68329 ms
2.19751 1.68329 ms
2.1978 1.59788 ms
2.1978 1.59788 ms
2.19847 1.64814 ms
2.19847 1.64814 ms
2.19895 1.56712 ms
2.19895 1.56712 ms
2.19898 1.49623 ms
2.19898 1.49623 ms
2.19914 1.5592 ms
2.19914 1.5592 ms
2.19943 1.6143 ms
2.19943 1.6143 ms
2.20011 1.66251 ms
2.20011 1.66251 ms
2.20059 1.7047 ms
2.20059 1.7047 ms
2.20061 1.74161 ms
2.20061 1.74161 ms
2.20078 1.64891 ms
2.20078 1.64891 ms
2.20107 1.6928 ms
2.20107 1.6928 ms
2.20174 1.6062 ms
2.20174 1.6062 ms
2.20222 1.65542 ms
2.20222 1.65542 ms
2.20224 1.69849 ms
2.20224 1.69849 ms
2.20241 1.73618 ms
2.20241 1.73618 ms
2.2027 1.64416 ms
2.2027 1.64416 ms
2.2034 1.68864 ms
2.2034 1.68864 ms
2.20385 1.60256 ms
2.20385 1.60256 ms
2.20388 1.52724 ms
2.20388 1.52724 ms
2.20405 1.58633 ms
2.20405 1.58633 ms
2.20436 1.63804 ms
2.20436 1.63804 ms
2.20503 1.68329 ms
2.20503 1.68329 ms
2.20549 1.72287 ms
2.20549 1.72287 ms
2.20551 1.75751 ms
2.20551 1.75751 ms
2.20568 1.66282 ms
2.20568 1.66282 ms
2.20599 1.57997 ms
2.20599 1.57997 ms
2.20667 1.50747 ms
2.20667 1.50747 ms
2.20712 1.56904 ms
2.20712 1.56904 ms
2.20715 1.62291 ms
2.20715 1.62291 ms
2.20734 1.67005 ms
2.20734 1.67005 ms
2.20763 1.71129 ms
2.20763 1.71129 ms
2.2083 1.74738 ms
2.2083 1.74738 ms
2.20878 1.65395 ms
2.20878 1.65395 ms
2.20881 1.57221 ms
2.20881 1.57221 ms
2.20897 1.50068 ms
2.20897 1.50068 ms
2.20929 1.5631 ms
2.20929 1.5631 ms
2.20993 1.49271 ms
2.20993 1.49271 ms
2.21042 1.55612 ms
2.21042 1.55612 ms
2.21044 1.6116 ms
2.21044 1.6116 ms
2.21061 1.66015 ms
2.21061 1.66015 ms
2.21092 1.57763 ms
2.21092 1.57763 ms
2.21157 1.63043 ms
2.21157 1.63043 ms
2.21205 1.67663 ms
2.21205 1.67663 ms
2.21207 1.71705 ms
2.21207 1.71705 ms
2.21227 1.75242 ms
2.21227 1.75242 ms
2.21255 1.78336 ms
2.21255 1.78336 ms
2.21323 1.81044 ms
2.21323 1.81044 ms
2.21371 1.70914 ms
2.21371 1.70914 ms
2.21373 1.62049 ms
2.21373 1.62049 ms
2.2139 1.54293 ms
2.2139 1.54293 ms
2.21419 1.60006 ms
2.21419 1.60006 ms
2.21486 1.52506 ms
2.21486 1.52506 ms
2.21534 1.58442 ms
2.21534 1.58442 ms
2.21537 1.63637 ms
2.21537 1.63637 ms
2.21553 1.68182 ms
2.21553 1.68182 ms
2.21582 1.5966 ms
2.21582 1.5966 ms
2.2165 1.64702 ms
2.2165 1.64702 ms
2.21698 1.56614 ms
2.21698 1.56614 ms
2.217 1.62037 ms
2.217 1.62037 ms
2.21717 1.66783 ms
2.21717 1.66783 ms
2.21746 1.70935 ms
2.21746 1.70935 ms
2.21815 1.74568 ms
2.21815 1.74568 ms
2.21861 1.77747 ms
2.21861 1.77747 ms
2.21863 1.68029 ms
2.21863 1.68029 ms
2.2188 1.59525 ms
2.2188 1.59525 ms
2.21912 1.64584 ms
2.21912 1.64584 ms
2.21979 1.56511 ms
2.21979 1.56511 ms
2.22024 1.61947 ms
2.22024 1.61947 ms
2.22027 1.66704 ms
2.22027 1.66704 ms
2.22048 1.70866 ms
2.22048 1.70866 ms
2.22075 1.62007 ms
2.22075 1.62007 ms
2.22142 1.66756 ms
2.22142 1.66756 ms
2.22188 1.58412 ms
2.22188 1.58412 ms
2.22194 1.5111 ms
2.22194 1.5111 ms
2.22214 1.57222 ms
2.22214 1.57222 ms
2.22238 1.62569 ms
2.22238 1.62569 ms
2.22306 1.67248 ms
2.22306 1.67248 ms
2.22354 1.71342 ms
2.22354 1.71342 ms
2.22361 1.74924 ms
2.22361 1.74924 ms
2.22378 1.65558 ms
2.22378 1.65558 ms
2.22404 1.69864 ms
2.22404 1.69864 ms
2.22469 1.61131 ms
2.22469 1.61131 ms
2.2252 1.65989 ms
2.2252 1.65989 ms
2.22524 1.7024 ms
2.22524 1.7024 ms
2.22544 1.7396 ms
2.22544 1.7396 ms
2.22568 1.64715 ms
2.22568 1.64715 ms
2.22632 1.69126 ms
2.22632 1.69126 ms
2.22685 1.60485 ms
2.22685 1.60485 ms
2.22689 1.52924 ms
2.22689 1.52924 ms
2.22707 1.58809 ms
2.22707 1.58809 ms
2.22731 1.63958 ms
2.22731 1.63958 ms
2.22798 1.55963 ms
2.22798 1.55963 ms
2.22851 1.61467 ms
2.22851 1.61467 ms
2.22854 1.66284 ms
2.22854 1.66284 ms
2.22873 1.57998 ms
2.22873 1.57998 ms
2.22894 1.50749 ms
2.22894 1.50749 ms
2.22963 1.56905 ms
2.22963 1.56905 ms
2.23015 1.62292 ms
2.23015 1.62292 ms
2.23019 1.67005 ms
2.23019 1.67005 ms
2.23039 1.7113 ms
2.23039 1.7113 ms
2.23058 1.74738 ms
2.23058 1.74738 ms
2.23128 1.77896 ms
2.23128 1.77896 ms
2.2318 1.68159 ms
2.2318 1.68159 ms
2.23184 1.59639 ms
2.23184 1.59639 ms
2.23202 1.64684 ms
2.23202 1.64684 ms
2.23221 1.69099 ms
2.23221 1.69099 ms
2.23296 1.60461 ms
2.23296 1.60461 ms
2.23345 1.65403 ms
2.23345 1.65403 ms
2.23349 1.69728 ms
2.23349 1.69728 ms
2.23365 1.61012 ms
2.23365 1.61012 ms
2.23387 1.53385 ms
2.23387 1.53385 ms
2.23459 1.59212 ms
2.23459 1.59212 ms
2.2351 1.64311 ms
2.2351 1.64311 ms
2.23512 1.68772 ms
2.23512 1.68772 ms
2.23531 1.72675 ms
2.23531 1.72675 ms
2.2355 1.76091 ms
2.2355 1.76091 ms
2.23624 1.79079 ms
2.23624 1.79079 ms
2.23675 1.69194 ms
2.23675 1.69194 ms
2.23678 1.60545 ms
2.23678 1.60545 ms
2.23695 1.52977 ms
2.23695 1.52977 ms
2.23715 1.58855 ms
2.23715 1.58855 ms
2.23788 1.51498 ms
2.23788 1.51498 ms
2.23839 1.5756 ms
2.23839 1.5756 ms
2.23841 1.62865 ms
2.23841 1.62865 ms
2.23858 1.67507 ms
2.23858 1.67507 ms
2.2388 1.59069 ms
2.2388 1.59069 ms
2.23954 1.64185 ms
2.23954 1.64185 ms
2.24002 1.68662 ms
2.24002 1.68662 ms
2.24005 1.72579 ms
2.24005 1.72579 ms
2.24024 1.76007 ms
2.24024 1.76007 ms
2.24046 1.79006 ms
2.24046 1.79006 ms
2.2412 1.8163 ms
2.2412 1.8163 ms
2.24168 1.71426 ms
2.24168 1.71426 ms
2.24171 1.62498 ms
2.24171 1.62498 ms
2.24187 1.54686 ms
2.24187 1.54686 ms
2.24211 1.6035 ms
2.24211 1.6035 ms
2.24283 1.52806 ms
2.24283 1.52806 ms
2.24332 1.58705 ms
2.24332 1.58705 ms
2.24334 1.63867 ms
2.24334 1.63867 ms
2.24356 1.68384 ms
2.24356 1.68384 ms
2.24377 1.59836 ms
2.24377 1.59836 ms
2.24447 1.64856 ms
2.24447 1.64856 ms
2.24495 1.56749 ms
2.24495 1.56749 ms
2.24499 1.49655 ms
2.24499 1.49655 ms
2.24524 1.55948 ms
2.24524 1.55948 ms
2.24541 1.61455 ms
2.24541 1.61455 ms
2.24613 1.66273 ms
2.24613 1.66273 ms
2.2466 1.70489 ms
2.2466 1.70489 ms
2.24664 1.74178 ms
2.24664 1.74178 ms
2.24687 1.64905 ms
2.24687 1.64905 ms
2.24708 1.69292 ms
2.24708 1.69292 ms
2.24776 1.60631 ms
2.24776 1.60631 ms
2.24824 1.65552 ms
2.24824 1.65552 ms
2.24829 1.69858 ms
2.24829 1.69858 ms
2.24853 1.73625 ms
2.24853 1.73625 ms
2.24872 1.64422 ms
2.24872 1.64422 ms
2.2494 1.68869 ms
2.2494 1.68869 ms
2.2499 1.60261 ms
2.2499 1.60261 ms
2.24997 1.52728 ms
2.24997 1.52728 ms
2.25019 1.58637 ms
2.25019 1.58637 ms
2.25036 1.63807 ms
2.25036 1.63807 ms
2.25103 1.68331 ms
2.25103 1.68331 ms
2.25156 1.7229 ms
2.25156 1.7229 ms
2.25161 1.75753 ms
2.25161 1.75753 ms
2.25182 1.66284 ms
2.25182 1.66284 ms
2.25201 1.70499 ms
2.25201 1.70499 ms
2.25268 1.61686 ms
2.25268 1.61686 ms
2.25322 1.66475 ms
2.25322 1.66475 ms
2.25325 1.70666 ms
2.25325 1.70666 ms
2.25348 1.74333 ms
2.25348 1.74333 ms
2.25365 1.65041 ms
2.25365 1.65041 ms
2.25435 1.69411 ms
2.25435 1.69411 ms
2.25489 1.60735 ms
2.25489 1.60735 ms
2.25492 1.53143 ms
2.25492 1.53143 ms
2.25512 1.59 ms
2.25512 1.59 ms
2.25528 1.64125 ms
2.25528 1.64125 ms
2.256 1.68609 ms
2.256 1.68609 ms
2.25653 1.72533 ms
2.25653 1.72533 ms
2.25656 1.75966 ms
2.25656 1.75966 ms
2.25675 1.6647 ms
2.25675 1.6647 ms
2.25692 1.58162 ms
2.25692 1.58162 ms
2.25765 1.50891 ms
2.25765 1.50891 ms
2.25817 1.5703 ms
2.25817 1.5703 ms
2.25819 1.62401 ms
2.25819 1.62401 ms
2.25838 1.67101 ms
2.25838 1.67101 ms
2.25855 1.71213 ms
2.25855 1.71213 ms
2.2593 1.74811 ms
2.2593 1.74811 ms
2.2598 1.6546 ms
2.2598 1.6546 ms
2.25983 1.57278 ms
2.25983 1.57278 ms
2.26002 1.62618 ms
2.26002 1.62618 ms
2.2602 1.6729 ms
2.2602 1.6729 ms
2.26095 1.58879 ms
2.26095 1.58879 ms
2.26144 1.64019 ms
2.26144 1.64019 ms
2.26146 1.68517 ms
2.26146 1.68517 ms
2.26165 1.59952 ms
2.26165 1.59952 ms
2.26184 1.52458 ms
2.26184 1.52458 ms
2.26261 1.58401 ms
2.26261 1.58401 ms
2.26307 1.63601 ms
2.26307 1.63601 ms
2.26309 1.68151 ms
2.26309 1.68151 ms
2.26331 1.72132 ms
2.26331 1.72132 ms
2.2635 1.75615 ms
2.2635 1.75615 ms
2.26425 1.78663 ms
2.26425 1.78663 ms
2.26473 1.6883 ms
2.26473 1.6883 ms
2.26475 1.60226 ms
2.26475 1.60226 ms
2.26497 1.52698 ms
2.26497 1.52698 ms
2.26516 1.58611 ms
2.26516 1.58611 ms
2.26588 1.51284 ms
2.26588 1.51284 ms
2.26636 1.57374 ms
2.26636 1.57374 ms
2.26639 1.62702 ms
2.26639 1.62702 ms
2.26661 1.67364 ms
2.26661 1.67364 ms
2.26682 1.58944 ms
2.26682 1.58944 ms
2.26752 1.64076 ms
2.26752 1.64076 ms
2.268 1.56066 ms
2.268 1.56066 ms
2.26803 1.61558 ms
2.26803 1.61558 ms
2.26828 1.66363 ms
2.26828 1.66363 ms
2.26848 1.70568 ms
2.26848 1.70568 ms
2.26917 1.74247 ms
2.26917 1.74247 ms
2.26965 1.77466 ms
2.26965 1.77466 ms
2.26968 1.67782 ms
2.26968 1.67782 ms
2.26993 1.5931 ms
2.26993 1.5931 ms
2.27012 1.64396 ms
2.27012 1.64396 ms
2.27081 1.56346 ms
2.27081 1.56346 ms
2.2713 1.61803 ms
2.2713 1.61803 ms
2.27134 1.66578 ms
2.27134 1.66578 ms
2.27158 1.70755 ms
2.27158 1.70755 ms
2.27177 1.61911 ms
2.27177 1.61911 ms
2.27244 1.66672 ms
2.27244 1.66672 ms
2.27297 1.58338 ms
2.27297 1.58338 ms
2.27299 1.51046 ms
2.27299 1.51046 ms
2.27324 1.57165 ms
2.27324 1.57165 ms
2.2734 1.62519 ms
2.2734 1.62519 ms
2.2741 1.67204 ms
2.2741 1.67204 ms
2.27463 1.71304 ms
2.27463 1.71304 ms
2.27465 1.74891 ms
2.27465 1.74891 ms
2.27487 1.65529 ms
2.27487 1.65529 ms
2.27506 1.69838 ms
2.27506 1.69838 ms
2.27575 1.61108 ms
2.27575 1.61108 ms
2.27626 1.6597 ms
2.27626 1.6597 ms
2.2763 1.70223 ms
2.2763 1.70223 ms
2.27653 1.73945 ms
2.27653 1.73945 ms
2.2767 1.64702 ms
2.2767 1.64702 ms
2.27742 1.69114 ms
2.27742 1.69114 ms
2.27793 1.60475 ms
2.27793 1.60475 ms
2.27797 1.52916 ms
2.27797 1.52916 ms
2.27816 1.58801 ms
2.27816 1.58801 ms
2.27833 1.63951 ms
2.27833 1.63951 ms
2.27907 1.68457 ms
2.27907 1.68457 ms
2.27958 1.724 ms
2.27958 1.724 ms
2.2796 1.7585 ms
2.2796 1.7585 ms
2.2798 1.66369 ms
2.2798 1.66369 ms
2.27999 1.58072 ms
2.27999 1.58072 ms
2.28071 1.50813 ms
2.28071 1.50813 ms
2.28121 1.56962 ms
2.28121 1.56962 ms
2.28124 1.62341 ms
2.28124 1.62341 ms
2.28145 1.67049 ms
2.28145 1.67049 ms
2.28162 1.71168 ms
2.28162 1.71168 ms
2.28237 1.74772 ms
2.28237 1.74772 ms
2.28287 1.65425 ms
2.28287 1.65425 ms
2.2829 1.57247 ms
2.2829 1.57247 ms
2.28309 1.62591 ms
2.28309 1.62591 ms
2.28326 1.67267 ms
2.28326 1.67267 ms
2.28403 1.71359 ms
2.28403 1.71359 ms
2.28451 1.74939 ms
2.28451 1.74939 ms
2.28453 1.78071 ms
2.28453 1.78071 ms
2.28472 1.68312 ms
2.28472 1.68312 ms
2.28491 1.59773 ms
2.28491 1.59773 ms
2.28566 1.52302 ms
2.28566 1.52302 ms
2.28614 1.58264 ms
2.28614 1.58264 ms
2.28616 1.63481 ms
2.28616 1.63481 ms
2.28637 1.68046 ms
2.28637 1.68046 ms
2.28657 1.7204 ms
2.28657 1.7204 ms
2.28732 1.75535 ms
2.28732 1.75535 ms
2.28777 1.66093 ms
2.28777 1.66093 ms
2.2878 1.57831 ms
2.2878 1.57831 ms
2.28801 1.63102 ms
2.28801 1.63102 ms
2.28824 1.67714 ms
2.28824 1.67714 ms
2.28895 1.5925 ms
2.28895 1.5925 ms
2.28941 1.64344 ms
2.28941 1.64344 ms
2.28943 1.68801 ms
2.28943 1.68801 ms
2.28967 1.60201 ms
2.28967 1.60201 ms
2.28989 1.52676 ms
2.28989 1.52676 ms
2.29059 1.58591 ms
2.29059 1.58591 ms
2.29104 1.63767 ms
2.29104 1.63767 ms
2.29107 1.68296 ms
2.29107 1.68296 ms
2.29133 1.72259 ms
2.29133 1.72259 ms
2.29154 1.75727 ms
2.29154 1.75727 ms
2.29222 1.78761 ms
2.29222 1.78761 ms
2.2927 1.68916 ms
2.2927 1.68916 ms
2.29273 1.60301 ms
2.29273 1.60301 ms
2.29299 1.52763 ms
2.29299 1.52763 ms
2.29321 1.58668 ms
2.29321 1.58668 ms
2.29385 1.51334 ms
2.29385 1.51334 ms
2.29434 1.57418 ms
2.29434 1.57418 ms
2.29436 1.6274 ms
2.29436 1.6274 ms
2.29466 1.67398 ms
2.29466 1.67398 ms
2.29484 1.58973 ms
2.29484 1.58973 ms
2.29549 1.64101 ms
2.29549 1.64101 ms
2.29597 1.56089 ms
2.29597 1.56089 ms
2.29599 1.49077 ms
2.29599 1.49077 ms
2.29631 1.55443 ms
2.29631 1.55443 ms
2.29647 1.61012 ms
2.29647 1.61012 ms
2.29715 1.65886 ms
2.29715 1.65886 ms
2.29763 1.7015 ms
2.29763 1.7015 ms
2.29765 1.73881 ms
2.29765 1.73881 ms
2.29794 1.64646 ms
2.29794 1.64646 ms
2.29811 1.69065 ms
2.29811 1.69065 ms
2.29878 1.60432 ms
2.29878 1.60432 ms
2.29926 1.65378 ms
2.29926 1.65378 ms
2.29929 1.69706 ms
2.29929 1.69706 ms
2.29957 1.73492 ms
2.29957 1.73492 ms
2.29974 1.64306 ms
2.29974 1.64306 ms
2.30042 1.68768 ms
2.30042 1.68768 ms
2.3009 1.60171 ms
2.3009 1.60171 ms
2.30092 1.5265 ms
2.30092 1.5265 ms
2.30121 1.58569 ms
2.30121 1.58569 ms
2.30138 1.63748 ms
2.30138 1.63748 ms
2.30207 1.68279 ms
2.30207 1.68279 ms
2.30253 1.72244 ms
2.30253 1.72244 ms
2.30255 1.75714 ms
2.30255 1.75714 ms
2.30284 1.66249 ms
2.30284 1.66249 ms
2.30303 1.70468 ms
2.30303 1.70468 ms
2.30371 1.6166 ms
2.30371 1.6166 ms
2.30416 1.66452 ms
2.30416 1.66452 ms
2.30419 1.70646 ms
2.30419 1.70646 ms
2.3045 1.74315 ms
2.3045 1.74315 ms
2.30467 1.65025 ms
2.30467 1.65025 ms
2.30534 1.69397 ms
2.30534 1.69397 ms
2.3058 1.60722 ms
2.3058 1.60722 ms
2.30582 1.53132 ms
2.30582 1.53132 ms
2.30613 1.5899 ms
2.30613 1.5899 ms
2.3063 1.64117 ms
2.3063 1.64117 ms
2.30698 1.56102 ms
2.30698 1.56102 ms
2.30746 1.61589 ms
2.30746 1.61589 ms
2.30748 1.6639 ms
2.30748 1.6639 ms
2.30777 1.58092 ms
2.30777 1.58092 ms
2.30796 1.5083 ms
2.30796 1.5083 ms
2.30861 1.56976 ms
2.30861 1.56976 ms
2.30909 1.62354 ms
2.30909 1.62354 ms
2.30911 1.6706 ms
2.30911 1.6706 ms
2.30943 1.71177 ms
2.30943 1.71177 ms
2.3096 1.7478 ms
2.3096 1.7478 ms
2.31024 1.77933 ms
2.31024 1.77933 ms
2.31073 1.68191 ms
2.31073 1.68191 ms
2.31075 1.59667 ms
2.31075 1.59667 ms
2.31106 1.64709 ms
2.31106 1.64709 ms
2.31123 1.6912 ms
2.31123 1.6912 ms
2.3119 1.6048 ms
2.3119 1.6048 ms
2.31238 1.6542 ms
2.31238 1.6542 ms
2.31241 1.69742 ms
2.31241 1.69742 ms
2.3127 1.61025 ms
2.3127 1.61025 ms
2.31286 1.53397 ms
2.31286 1.53397 ms
2.31354 1.59222 ms
2.31354 1.59222 ms
2.31402 1.64319 ms
2.31402 1.64319 ms
2.31404 1.68779 ms
2.31404 1.68779 ms
2.31433 1.72682 ms
2.31433 1.72682 ms
2.3145 1.76096 ms
2.3145 1.76096 ms
2.31517 1.79084 ms
2.31517 1.79084 ms
2.31565 1.69199 ms
2.31565 1.69199 ms
2.31568 1.60549 ms
2.31568 1.60549 ms
2.31596 1.5298 ms
2.31596 1.5298 ms
2.31613 1.58858 ms
2.31613 1.58858 ms
2.31683 1.515 ms
2.31683 1.515 ms
2.31729 1.57563 ms
2.31729 1.57563 ms
2.31731 1.62867 ms
2.31731 1.62867 ms
2.3176 1.67509 ms
2.3176 1.67509 ms
2.31779 1.5907 ms
2.31779 1.5907 ms
2.31846 1.64186 ms
2.31846 1.64186 ms
2.31892 1.56163 ms
2.31892 1.56163 ms
2.31894 1.49143 ms
2.31894 1.49143 ms
2.31926 1.555 ms
2.31926 1.555 ms
2.31942 1.61062 ms
2.31942 1.61062 ms
2.3201 1.65929 ms
2.3201 1.65929 ms
2.32055 1.70188 ms
2.32055 1.70188 ms
2.32058 1.73915 ms
2.32058 1.73915 ms
2.32089 1.64675 ms
2.32089 1.64675 ms
2.32106 1.69091 ms
2.32106 1.69091 ms
2.32173 1.60454 ms
2.32173 1.60454 ms
2.32221 1.65398 ms
2.32221 1.65398 ms
2.32224 1.69723 ms
2.32224 1.69723 ms
2.32252 1.73507 ms
2.32252 1.73507 ms
2.32272 1.64319 ms
2.32272 1.64319 ms
2.32337 1.68779 ms
2.32337 1.68779 ms
2.32385 1.60182 ms
2.32385 1.60182 ms
2.32387 1.52659 ms
2.32387 1.52659 ms
2.32418 1.58577 ms
2.32418 1.58577 ms
2.32435 1.63754 ms
2.32435 1.63754 ms
2.325 1.68285 ms
2.325 1.68285 ms
2.32548 1.72249 ms
2.32548 1.72249 ms
2.3255 1.75718 ms
2.3255 1.75718 ms
2.32582 1.66253 ms
2.32582 1.66253 ms
2.32599 1.57972 ms
2.32599 1.57972 ms
2.32666 1.50725 ms
2.32666 1.50725 ms
2.32714 1.56884 ms
2.32714 1.56884 ms
2.32716 1.62274 ms
2.32716 1.62274 ms
2.32745 1.6699 ms
2.32745 1.6699 ms
2.32762 1.71116 ms
2.32762 1.71116 ms
2.32829 1.74726 ms
2.32829 1.74726 ms
2.32877 1.65386 ms
2.32877 1.65386 ms
2.3288 1.57212 ms
2.3288 1.57212 ms
2.32909 1.62561 ms
2.32909 1.62561 ms
2.32925 1.67241 ms
2.32925 1.67241 ms
2.32993 1.58836 ms
2.32993 1.58836 ms
2.33041 1.63981 ms
2.33041 1.63981 ms
2.33043 1.68483 ms
2.33043 1.68483 ms
2.33072 1.59923 ms
2.33072 1.59923 ms
2.33089 1.52432 ms
2.33089 1.52432 ms
2.33158 1.58378 ms
2.33158 1.58378 ms
2.33204 1.63581 ms
2.33204 1.63581 ms
2.33207 1.68133 ms
2.33207 1.68133 ms
2.33235 1.72117 ms
2.33235 1.72117 ms
2.33255 1.75602 ms
2.33255 1.75602 ms
2.33322 1.78652 ms
2.33322 1.78652 ms
2.33368 1.6882 ms
2.33368 1.6882 ms
2.3337 1.60218 ms
2.3337 1.60218 ms
2.33401 1.6519 ms
2.33401 1.6519 ms
2.33418 1.69542 ms
2.33418 1.69542 ms
2.33485 1.60849 ms
2.33485 1.60849 ms
2.33531 1.65743 ms
2.33531 1.65743 ms
2.33533 1.70025 ms
2.33533 1.70025 ms
2.33565 1.61272 ms
2.33565 1.61272 ms
2.33581 1.53613 ms
2.33581 1.53613 ms
2.33649 1.59411 ms
2.33649 1.59411 ms
2.33697 1.51985 ms
2.33697 1.51985 ms
2.33699 1.45487 ms
2.33699 1.45487 ms
2.33728 1.52301 ms
2.33728 1.52301 ms
2.33747 1.58263 ms
2.33747 1.58263 ms
2.33812 1.6348 ms
2.33812 1.6348 ms
2.3386 1.68045 ms
2.3386 1.68045 ms
2.33863 1.72039 ms
2.33863 1.72039 ms
2.33894 1.63034 ms
2.33894 1.63034 ms
2.33911 1.67655 ms
2.33911 1.67655 ms
2.33977 1.59198 ms
2.33977 1.59198 ms
2.34024 1.64298 ms
2.34024 1.64298 ms
2.34026 1.68761 ms
2.34026 1.68761 ms
2.34057 1.72666 ms
2.34057 1.72666 ms
2.34074 1.63583 ms
2.34074 1.63583 ms
2.34144 1.68135 ms
2.34144 1.68135 ms
2.34189 1.59618 ms
2.34189 1.59618 ms
2.34192 1.52165 ms
2.34192 1.52165 ms
2.34221 1.58145 ms
2.34221 1.58145 ms
2.34238 1.63377 ms
2.34238 1.63377 ms
2.34307 1.67955 ms
2.34307 1.67955 ms
2.34353 1.7196 ms
2.34353 1.7196 ms
2.34355 1.75465 ms
2.34355 1.75465 ms
2.34384 1.66032 ms
2.34384 1.66032 ms
2.34401 1.70278 ms
2.34401 1.70278 ms
2.34471 1.61493 ms
2.34471 1.61493 ms
2.34516 1.66306 ms
2.34516 1.66306 ms
2.34519 1.70518 ms
2.34519 1.70518 ms
2.34548 1.74203 ms
2.34548 1.74203 ms
2.34564 1.64928 ms
2.34564 1.64928 ms
2.34636 1.69312 ms
2.34636 1.69312 ms
2.3468 1.60648 ms
2.3468 1.60648 ms
2.34682 1.53067 ms
2.34682 1.53067 ms
2.34711 1.58933 ms
2.34711 1.58933 ms
2.3473 1.64067 ms
2.3473 1.64067 ms
2.348 1.56058 ms
2.348 1.56058 ms
2.34843 1.61551 ms
2.34843 1.61551 ms
2.34846 1.66357 ms
2.34846 1.66357 ms
2.34877 1.58062 ms
2.34877 1.58062 ms
2.34894 1.50805 ms
2.34894 1.50805 ms
2.34963 1.56954 ms
2.34963 1.56954 ms
2.35007 1.62335 ms
2.35007 1.62335 ms
2.35009 1.67043 ms
2.35009 1.67043 ms
2.3504 1.71162 ms
2.3504 1.71162 ms
2.35057 1.74767 ms
2.35057 1.74767 ms
2.35127 1.77921 ms
2.35127 1.77921 ms
2.35172 1.68181 ms
2.35172 1.68181 ms
2.35175 1.59658 ms
2.35175 1.59658 ms
2.35204 1.64701 ms
2.35204 1.64701 ms
2.35223 1.69113 ms
2.35223 1.69113 ms
2.3529 1.60474 ms
2.3529 1.60474 ms
2.35336 1.65415 ms
2.35336 1.65415 ms
2.35338 1.69738 ms
2.35338 1.69738 ms
2.35369 1.61021 ms
2.35369 1.61021 ms
2.35386 1.53393 ms
2.35386 1.53393 ms
2.35454 1.59219 ms
2.35454 1.59219 ms
2.35499 1.51816 ms
2.35499 1.51816 ms
2.35502 1.57839 ms
2.35502 1.57839 ms
2.35533 1.63109 ms
2.35533 1.63109 ms
2.3555 1.67721 ms
2.3555 1.67721 ms
2.35619 1.71755 ms
2.35619 1.71755 ms
2.35665 1.75286 ms
2.35665 1.75286 ms
2.35667 1.65875 ms
2.35667 1.65875 ms
2.35696 1.57641 ms
2.35696 1.57641 ms
2.35713 1.62936 ms
2.35713 1.62936 ms
2.35783 1.55069 ms
2.35783 1.55069 ms
2.35828 1.60685 ms
2.35828 1.60685 ms
2.35831 1.65599 ms
2.35831 1.65599 ms
2.3586 1.69899 ms
2.3586 1.69899 ms
2.35877 1.61162 ms
2.35877 1.61162 ms
2.35946 1.66017 ms
2.35946 1.66017 ms
2.35992 1.57764 ms
2.35992 1.57764 ms
2.35994 1.50544 ms
2.35994 1.50544 ms
2.36023 1.56726 ms
2.36023 1.56726 ms
2.3604 1.62135 ms
2.3604 1.62135 ms
2.36112 1.66868 ms
2.36112 1.66868 ms
2.36155 1.7101 ms
2.36155 1.7101 ms
2.36158 1.74633 ms
2.36158 1.74633 ms
2.36187 1.65304 ms
2.36187 1.65304 ms
2.36206 1.69641 ms
2.36206 1.69641 ms
2.36275 1.60936 ms
2.36275 1.60936 ms
2.36319 1.65819 ms
2.36319 1.65819 ms
2.36321 1.70091 ms
2.36321 1.70091 ms
2.36352 1.7383 ms
2.36352 1.7383 ms
2.36369 1.64601 ms
2.36369 1.64601 ms
2.36439 1.69026 ms
2.36439 1.69026 ms
2.36482 1.60398 ms
2.36482 1.60398 ms
2.36485 1.52848 ms
2.36485 1.52848 ms
2.36516 1.58742 ms
2.36516 1.58742 ms
2.36533 1.63899 ms
2.36533 1.63899 ms
2.36602 1.68412 ms
2.36602 1.68412 ms
2.36648 1.7236 ms
2.36648 1.7236 ms
2.3665 1.75815 ms
2.3665 1.75815 ms
2.36679 1.66338 ms
2.36679 1.66338 ms
2.36698 1.58046 ms
2.36698 1.58046 ms
2.36766 1.5079 ms
2.36766 1.5079 ms
2.36811 1.56941 ms
2.36811 1.56941 ms
2.36814 1.62324 ms
2.36814 1.62324 ms
2.36845 1.67033 ms
2.36845 1.67033 ms
2.36862 1.71154 ms
2.36862 1.71154 ms
2.36929 1.7476 ms
2.36929 1.7476 ms
2.36975 1.65415 ms
2.36975 1.65415 ms
2.36977 1.57238 ms
2.36977 1.57238 ms
2.37008 1.62583 ms
2.37008 1.62583 ms
2.37025 1.6726 ms
2.37025 1.6726 ms
2.37095 1.58852 ms
2.37095 1.58852 ms
2.37141 1.63996 ms
2.37141 1.63996 ms
2.37143 1.68496 ms
2.37143 1.68496 ms
2.37172 1.59934 ms
2.37172 1.59934 ms
2.37189 1.52443 ms
