Time(s) RTT(ms)
0.0 0.00184693
4.30514 1.64354 ms
4.30514 1.64354 ms
4.30514 1.64354 ms
4.30514 1.64354 ms
4.30526 1.68809 ms
4.30526 1.68809 ms
4.30526 1.68809 ms
4.30526 1.68809 ms
4.30545 1.72708 ms
4.30545 1.72708 ms
4.30545 1.72708 ms
4.30545 1.72708 ms
4.30574 1.6362 ms
4.30574 1.6362 ms
4.30574 1.6362 ms
4.30574 1.6362 ms
4.30658 1.68167 ms
4.30658 1.68167 ms
4.30658 1.68167 ms
4.30658 1.68167 ms
4.30677 1.59646 ms
4.30677 1.59646 ms
4.30677 1.59646 ms
4.30677 1.59646 ms
4.3069 1.5219 ms
4.3069 1.5219 ms
4.3069 1.5219 ms
4.3069 1.5219 ms
4.30711 1.58167 ms
4.30711 1.58167 ms
4.30711 1.58167 ms
4.30711 1.58167 ms
4.30742 1.63396 ms
4.30742 1.63396 ms
4.30742 1.63396 ms
4.30742 1.63396 ms
4.30822 1.67971 ms
4.30822 1.67971 ms
4.30822 1.67971 ms
4.30822 1.67971 ms
4.30841 1.71975 ms
4.30841 1.71975 ms
4.30841 1.71975 ms
4.30841 1.71975 ms
4.30855 1.75478 ms
4.30855 1.75478 ms
4.30855 1.75478 ms
4.30855 1.75478 ms
4.30875 1.66043 ms
4.30875 1.66043 ms
4.30875 1.66043 ms
4.30875 1.66043 ms
4.30906 1.70288 ms
4.30906 1.70288 ms
4.30906 1.70288 ms
4.30906 1.70288 ms
4.30985 1.61502 ms
4.30985 1.61502 ms
4.30985 1.61502 ms
4.30985 1.61502 ms
4.31007 1.66314 ms
4.31007 1.66314 ms
4.31007 1.66314 ms
4.31007 1.66314 ms
4.31019 1.70525 ms
4.31019 1.70525 ms
4.31019 1.70525 ms
4.31019 1.70525 ms
4.3104 1.74209 ms
4.3104 1.74209 ms
4.3104 1.74209 ms
4.3104 1.74209 ms
4.31069 1.64933 ms
4.31069 1.64933 ms
4.31069 1.64933 ms
4.31069 1.64933 ms
4.31151 1.69316 ms
4.31151 1.69316 ms
4.31151 1.69316 ms
4.31151 1.69316 ms
4.3117 1.60652 ms
4.3117 1.60652 ms
4.3117 1.60652 ms
4.3117 1.60652 ms
4.31185 1.5307 ms
4.31185 1.5307 ms
4.31185 1.5307 ms
4.31185 1.5307 ms
4.31204 1.58936 ms
4.31204 1.58936 ms
4.31204 1.58936 ms
4.31204 1.58936 ms
4.31233 1.64069 ms
4.31233 1.64069 ms
4.31233 1.64069 ms
4.31233 1.64069 ms
4.31314 1.68561 ms
4.31314 1.68561 ms
4.31314 1.68561 ms
4.31314 1.68561 ms
4.31336 1.7249 ms
4.31336 1.7249 ms
4.31336 1.7249 ms
4.31336 1.7249 ms
4.31348 1.75929 ms
4.31348 1.75929 ms
4.31348 1.75929 ms
4.31348 1.75929 ms
4.31367 1.66438 ms
4.31367 1.66438 ms
4.31367 1.66438 ms
4.31367 1.66438 ms
4.31396 1.58133 ms
4.31396 1.58133 ms
4.31396 1.58133 ms
4.31396 1.58133 ms
4.3148 1.50866 ms
4.3148 1.50866 ms
4.3148 1.50866 ms
4.3148 1.50866 ms
4.31499 1.44508 ms
4.31499 1.44508 ms
4.31499 1.44508 ms
4.31499 1.44508 ms
4.31511 1.51444 ms
4.31511 1.51444 ms
4.31511 1.51444 ms
4.31511 1.51444 ms
4.31531 1.57514 ms
4.31531 1.57514 ms
4.31531 1.57514 ms
4.31531 1.57514 ms
4.31559 1.62825 ms
4.31559 1.62825 ms
4.31559 1.62825 ms
4.31559 1.62825 ms
4.31644 1.67471 ms
4.31644 1.67471 ms
4.31644 1.67471 ms
4.31644 1.67471 ms
4.31663 1.71537 ms
4.31663 1.71537 ms
4.31663 1.71537 ms
4.31663 1.71537 ms
4.31675 1.62595 ms
4.31675 1.62595 ms
4.31675 1.62595 ms
4.31675 1.62595 ms
4.31694 1.54771 ms
4.31694 1.54771 ms
4.31694 1.54771 ms
4.31694 1.54771 ms
4.31723 1.60424 ms
4.31723 1.60424 ms
4.31723 1.60424 ms
4.31723 1.60424 ms
4.31807 1.65371 ms
4.31807 1.65371 ms
4.31807 1.65371 ms
4.31807 1.65371 ms
4.31826 1.697 ms
4.31826 1.697 ms
4.31826 1.697 ms
4.31826 1.697 ms
4.31838 1.73487 ms
4.31838 1.73487 ms
4.31838 1.73487 ms
4.31838 1.73487 ms
4.31857 1.76801 ms
4.31857 1.76801 ms
4.31857 1.76801 ms
4.31857 1.76801 ms
4.31889 1.67201 ms
4.31889 1.67201 ms
4.31889 1.67201 ms
4.31889 1.67201 ms
4.3197 1.58801 ms
4.3197 1.58801 ms
4.3197 1.58801 ms
4.3197 1.58801 ms
4.3199 1.51451 ms
4.3199 1.51451 ms
4.3199 1.51451 ms
4.3199 1.51451 ms
4.32002 1.57519 ms
4.32002 1.57519 ms
4.32002 1.57519 ms
4.32002 1.57519 ms
4.32021 1.62829 ms
4.32021 1.62829 ms
4.32021 1.62829 ms
4.32021 1.62829 ms
4.32052 1.67476 ms
4.32052 1.67476 ms
4.32052 1.67476 ms
4.32052 1.67476 ms
4.32134 1.71541 ms
4.32134 1.71541 ms
4.32134 1.71541 ms
4.32134 1.71541 ms
4.32153 1.75098 ms
4.32153 1.75098 ms
4.32153 1.75098 ms
4.32153 1.75098 ms
4.32165 1.65711 ms
4.32165 1.65711 ms
4.32165 1.65711 ms
4.32165 1.65711 ms
4.32187 1.57497 ms
4.32187 1.57497 ms
4.32187 1.57497 ms
4.32187 1.57497 ms
4.32218 1.6281 ms
4.32218 1.6281 ms
4.32218 1.6281 ms
4.32218 1.6281 ms
4.32297 1.54959 ms
4.32297 1.54959 ms
4.32297 1.54959 ms
4.32297 1.54959 ms
4.32316 1.60589 ms
4.32316 1.60589 ms
4.32316 1.60589 ms
4.32316 1.60589 ms
4.32331 1.65515 ms
4.32331 1.65515 ms
4.32331 1.65515 ms
4.32331 1.65515 ms
4.3235 1.69826 ms
4.3235 1.69826 ms
4.3235 1.69826 ms
4.3235 1.69826 ms
4.32381 1.61098 ms
4.32381 1.61098 ms
4.32381 1.61098 ms
4.32381 1.61098 ms
4.32461 1.6596 ms
4.32461 1.6596 ms
4.32461 1.6596 ms
4.32461 1.6596 ms
4.32482 1.57715 ms
4.32482 1.57715 ms
4.32482 1.57715 ms
4.32482 1.57715 ms
4.32494 1.50501 ms
4.32494 1.50501 ms
4.32494 1.50501 ms
4.32494 1.50501 ms
4.32516 1.56688 ms
4.32516 1.56688 ms
4.32516 1.56688 ms
4.32516 1.56688 ms
4.32545 1.62102 ms
4.32545 1.62102 ms
4.32545 1.62102 ms
4.32545 1.62102 ms
4.32626 1.66839 ms
4.32626 1.66839 ms
4.32626 1.66839 ms
4.32626 1.66839 ms
4.32646 1.70984 ms
4.32646 1.70984 ms
4.32646 1.70984 ms
4.32646 1.70984 ms
4.3266 1.74611 ms
4.3266 1.74611 ms
4.3266 1.74611 ms
4.3266 1.74611 ms
4.32679 1.65285 ms
4.32679 1.65285 ms
4.32679 1.65285 ms
4.32679 1.65285 ms
4.32708 1.69624 ms
4.32708 1.69624 ms
4.32708 1.69624 ms
4.32708 1.69624 ms
4.3279 1.60921 ms
4.3279 1.60921 ms
4.3279 1.60921 ms
4.3279 1.60921 ms
4.32812 1.65806 ms
4.32812 1.65806 ms
4.32812 1.65806 ms
4.32812 1.65806 ms
4.32824 1.7008 ms
4.32824 1.7008 ms
4.32824 1.7008 ms
4.32824 1.7008 ms
4.32843 1.7382 ms
4.32843 1.7382 ms
4.32843 1.7382 ms
4.32843 1.7382 ms
4.32872 1.64592 ms
4.32872 1.64592 ms
4.32872 1.64592 ms
4.32872 1.64592 ms
4.32956 1.69018 ms
4.32956 1.69018 ms
4.32956 1.69018 ms
4.32956 1.69018 ms
4.32975 1.60391 ms
4.32975 1.60391 ms
4.32975 1.60391 ms
4.32975 1.60391 ms
4.32987 1.52842 ms
4.32987 1.52842 ms
4.32987 1.52842 ms
4.32987 1.52842 ms
4.33006 1.58737 ms
4.33006 1.58737 ms
4.33006 1.58737 ms
4.33006 1.58737 ms
4.33035 1.63895 ms
4.33035 1.63895 ms
4.33035 1.63895 ms
4.33035 1.63895 ms
4.33119 1.68408 ms
4.33119 1.68408 ms
4.33119 1.68408 ms
4.33119 1.68408 ms
4.33138 1.72357 ms
4.33138 1.72357 ms
4.33138 1.72357 ms
4.33138 1.72357 ms
4.3315 1.75812 ms
4.3315 1.75812 ms
4.3315 1.75812 ms
4.3315 1.75812 ms
4.3317 1.66336 ms
4.3317 1.66336 ms
4.3317 1.66336 ms
4.3317 1.66336 ms
4.33198 1.58044 ms
4.33198 1.58044 ms
4.33198 1.58044 ms
4.33198 1.58044 ms
4.33283 1.50788 ms
4.33283 1.50788 ms
4.33283 1.50788 ms
4.33283 1.50788 ms
4.33302 1.56939 ms
4.33302 1.56939 ms
4.33302 1.56939 ms
4.33302 1.56939 ms
4.33314 1.62322 ms
4.33314 1.62322 ms
4.33314 1.62322 ms
4.33314 1.62322 ms
4.33333 1.67032 ms
4.33333 1.67032 ms
4.33333 1.67032 ms
4.33333 1.67032 ms
4.33365 1.71153 ms
4.33365 1.71153 ms
4.33365 1.71153 ms
4.33365 1.71153 ms
4.33446 1.74759 ms
4.33446 1.74759 ms
4.33446 1.74759 ms
4.33446 1.74759 ms
4.33465 1.65414 ms
4.33465 1.65414 ms
4.33465 1.65414 ms
4.33465 1.65414 ms
4.33477 1.57237 ms
4.33477 1.57237 ms
4.33477 1.57237 ms
4.33477 1.57237 ms
4.33496 1.50082 ms
4.33496 1.50082 ms
4.33496 1.50082 ms
4.33496 1.50082 ms
4.33531 1.56322 ms
4.33531 1.56322 ms
4.33531 1.56322 ms
4.33531 1.56322 ms
4.33609 1.61782 ms
4.33609 1.61782 ms
4.33609 1.61782 ms
4.33609 1.61782 ms
4.33629 1.66559 ms
4.33629 1.66559 ms
4.33629 1.66559 ms
4.33629 1.66559 ms
4.33641 1.70739 ms
4.33641 1.70739 ms
4.33641 1.70739 ms
4.33641 1.70739 ms
4.33662 1.74397 ms
4.33662 1.74397 ms
4.33662 1.74397 ms
4.33662 1.74397 ms
4.33698 1.65097 ms
4.33698 1.65097 ms
4.33698 1.65097 ms
4.33698 1.65097 ms
4.33773 1.5696 ms
4.33773 1.5696 ms
4.33773 1.5696 ms
4.33773 1.5696 ms
4.33792 1.4984 ms
4.33792 1.4984 ms
4.33792 1.4984 ms
4.33792 1.4984 ms
4.33806 1.5611 ms
4.33806 1.5611 ms
4.33806 1.5611 ms
4.33806 1.5611 ms
4.33826 1.61596 ms
4.33826 1.61596 ms
4.33826 1.61596 ms
4.33826 1.61596 ms
4.33864 1.66396 ms
4.33864 1.66396 ms
4.33864 1.66396 ms
4.33864 1.66396 ms
4.33936 1.70597 ms
4.33936 1.70597 ms
4.33936 1.70597 ms
4.33936 1.70597 ms
4.33958 1.74272 ms
4.33958 1.74272 ms
4.33958 1.74272 ms
4.33958 1.74272 ms
4.3397 1.64988 ms
4.3397 1.64988 ms
4.3397 1.64988 ms
4.3397 1.64988 ms
4.33994 1.56865 ms
4.33994 1.56865 ms
4.33994 1.56865 ms
4.33994 1.56865 ms
4.3403 1.62256 ms
4.3403 1.62256 ms
4.3403 1.62256 ms
4.3403 1.62256 ms
4.34102 1.66974 ms
4.34102 1.66974 ms
4.34102 1.66974 ms
4.34102 1.66974 ms
4.34121 1.71103 ms
4.34121 1.71103 ms
4.34121 1.71103 ms
4.34121 1.71103 ms
4.34136 1.74715 ms
4.34136 1.74715 ms
4.34136 1.74715 ms
4.34136 1.74715 ms
4.34157 1.77875 ms
4.34157 1.77875 ms
4.34157 1.77875 ms
4.34157 1.77875 ms
4.34196 1.68141 ms
4.34196 1.68141 ms
4.34196 1.68141 ms
4.34196 1.68141 ms
4.34265 1.59623 ms
4.34265 1.59623 ms
4.34265 1.59623 ms
4.34265 1.59623 ms
4.3429 1.5217 ms
4.3429 1.5217 ms
4.3429 1.5217 ms
4.3429 1.5217 ms
4.343 1.58149 ms
4.343 1.58149 ms
4.343 1.58149 ms
4.343 1.58149 ms
4.34323 1.6338 ms
4.34323 1.6338 ms
4.34323 1.6338 ms
4.34323 1.6338 ms
4.34359 1.67958 ms
4.34359 1.67958 ms
4.34359 1.67958 ms
4.34359 1.67958 ms
4.34431 1.71963 ms
4.34431 1.71963 ms
4.34431 1.71963 ms
4.34431 1.71963 ms
4.34453 1.75467 ms
4.34453 1.75467 ms
4.34453 1.75467 ms
4.34453 1.75467 ms
4.34465 1.66034 ms
4.34465 1.66034 ms
4.34465 1.66034 ms
4.34465 1.66034 ms
4.34491 1.5778 ms
4.34491 1.5778 ms
4.34491 1.5778 ms
4.34491 1.5778 ms
4.34523 1.63057 ms
4.34523 1.63057 ms
4.34523 1.63057 ms
4.34523 1.63057 ms
4.34596 1.55175 ms
4.34596 1.55175 ms
4.34596 1.55175 ms
4.34596 1.55175 ms
4.34619 1.60778 ms
4.34619 1.60778 ms
4.34619 1.60778 ms
4.34619 1.60778 ms
4.34631 1.65681 ms
4.34631 1.65681 ms
4.34631 1.65681 ms
4.34631 1.65681 ms
4.34655 1.69971 ms
4.34655 1.69971 ms
4.34655 1.69971 ms
4.34655 1.69971 ms
4.34688 1.61224 ms
4.34688 1.61224 ms
4.34688 1.61224 ms
4.34688 1.61224 ms
4.34761 1.66071 ms
4.34761 1.66071 ms
4.34761 1.66071 ms
4.34761 1.66071 ms
4.34787 1.57812 ms
4.34787 1.57812 ms
4.34787 1.57812 ms
4.34787 1.57812 ms
4.34795 1.50586 ms
4.34795 1.50586 ms
4.34795 1.50586 ms
4.34795 1.50586 ms
4.34818 1.56762 ms
4.34818 1.56762 ms
4.34818 1.56762 ms
4.34818 1.56762 ms
4.34852 1.62167 ms
4.34852 1.62167 ms
4.34852 1.62167 ms
4.34852 1.62167 ms
4.34926 1.66896 ms
4.34926 1.66896 ms
4.34926 1.66896 ms
4.34926 1.66896 ms
4.3495 1.71034 ms
4.3495 1.71034 ms
4.3495 1.71034 ms
4.3495 1.71034 ms
4.34962 1.74655 ms
4.34962 1.74655 ms
4.34962 1.74655 ms
4.34962 1.74655 ms
4.34984 1.65323 ms
4.34984 1.65323 ms
4.34984 1.65323 ms
4.34984 1.65323 ms
4.35018 1.69658 ms
4.35018 1.69658 ms
4.35018 1.69658 ms
4.35018 1.69658 ms
4.35091 1.6095 ms
4.35091 1.6095 ms
4.35091 1.6095 ms
4.35091 1.6095 ms
4.35114 1.65831 ms
4.35114 1.65831 ms
4.35114 1.65831 ms
4.35114 1.65831 ms
4.35128 1.70103 ms
4.35128 1.70103 ms
4.35128 1.70103 ms
4.35128 1.70103 ms
4.35147 1.7384 ms
4.35147 1.7384 ms
4.35147 1.7384 ms
4.35147 1.7384 ms
4.35181 1.6461 ms
4.35181 1.6461 ms
4.35181 1.6461 ms
4.35181 1.6461 ms
4.35258 1.69033 ms
4.35258 1.69033 ms
4.35258 1.69033 ms
4.35258 1.69033 ms
4.3528 1.60404 ms
4.3528 1.60404 ms
4.3528 1.60404 ms
4.3528 1.60404 ms
4.35292 1.52854 ms
4.35292 1.52854 ms
4.35292 1.52854 ms
4.35292 1.52854 ms
4.35313 1.58747 ms
4.35313 1.58747 ms
4.35313 1.58747 ms
4.35313 1.58747 ms
4.35345 1.63904 ms
4.35345 1.63904 ms
4.35345 1.63904 ms
4.35345 1.63904 ms
4.35424 1.68415 ms
4.35424 1.68415 ms
4.35424 1.68415 ms
4.35424 1.68415 ms
4.35443 1.72363 ms
4.35443 1.72363 ms
4.35443 1.72363 ms
4.35443 1.72363 ms
4.35457 1.75818 ms
4.35457 1.75818 ms
4.35457 1.75818 ms
4.35457 1.75818 ms
4.35477 1.66341 ms
4.35477 1.66341 ms
4.35477 1.66341 ms
4.35477 1.66341 ms
4.35508 1.70548 ms
4.35508 1.70548 ms
4.35508 1.70548 ms
4.35508 1.70548 ms
4.35587 1.61729 ms
4.35587 1.61729 ms
4.35587 1.61729 ms
4.35587 1.61729 ms
4.35609 1.66513 ms
4.35609 1.66513 ms
4.35609 1.66513 ms
4.35609 1.66513 ms
4.35621 1.70699 ms
4.35621 1.70699 ms
4.35621 1.70699 ms
4.35621 1.70699 ms
4.3564 1.74362 ms
4.3564 1.74362 ms
4.3564 1.74362 ms
4.3564 1.74362 ms
4.35671 1.65066 ms
4.35671 1.65066 ms
4.35671 1.65066 ms
4.35671 1.65066 ms
4.35753 1.69433 ms
4.35753 1.69433 ms
4.35753 1.69433 ms
4.35753 1.69433 ms
4.35772 1.60754 ms
4.35772 1.60754 ms
4.35772 1.60754 ms
4.35772 1.60754 ms
4.35784 1.5316 ms
4.35784 1.5316 ms
4.35784 1.5316 ms
4.35784 1.5316 ms
4.35804 1.59015 ms
4.35804 1.59015 ms
4.35804 1.59015 ms
4.35804 1.59015 ms
4.35835 1.64138 ms
4.35835 1.64138 ms
4.35835 1.64138 ms
4.35835 1.64138 ms
4.35916 1.6862 ms
4.35916 1.6862 ms
4.35916 1.6862 ms
4.35916 1.6862 ms
4.35936 1.72543 ms
4.35936 1.72543 ms
4.35936 1.72543 ms
4.35936 1.72543 ms
4.35948 1.75975 ms
4.35948 1.75975 ms
4.35948 1.75975 ms
4.35948 1.75975 ms
4.35967 1.66478 ms
4.35967 1.66478 ms
4.35967 1.66478 ms
4.35967 1.66478 ms
4.35998 1.58168 ms
4.35998 1.58168 ms
4.35998 1.58168 ms
4.35998 1.58168 ms
4.3608 1.50897 ms
4.3608 1.50897 ms
4.3608 1.50897 ms
4.3608 1.50897 ms
4.36099 1.44535 ms
4.36099 1.44535 ms
4.36099 1.44535 ms
4.36099 1.44535 ms
4.36111 1.51468 ms
4.36111 1.51468 ms
4.36111 1.51468 ms
4.36111 1.51468 ms
4.3613 1.57534 ms
4.3613 1.57534 ms
4.3613 1.57534 ms
4.3613 1.57534 ms
4.36164 1.62843 ms
4.36164 1.62843 ms
4.36164 1.62843 ms
4.36164 1.62843 ms
4.36243 1.67487 ms
4.36243 1.67487 ms
4.36243 1.67487 ms
4.36243 1.67487 ms
4.36263 1.71551 ms
4.36263 1.71551 ms
4.36263 1.71551 ms
4.36263 1.71551 ms
4.36275 1.62607 ms
4.36275 1.62607 ms
4.36275 1.62607 ms
4.36275 1.62607 ms
4.36294 1.54781 ms
4.36294 1.54781 ms
4.36294 1.54781 ms
4.36294 1.54781 ms
4.36327 1.60434 ms
4.36327 1.60434 ms
4.36327 1.60434 ms
4.36327 1.60434 ms
4.36407 1.65379 ms
4.36407 1.65379 ms
4.36407 1.65379 ms
4.36407 1.65379 ms
4.36426 1.69707 ms
4.36426 1.69707 ms
4.36426 1.69707 ms
4.36426 1.69707 ms
4.36438 1.73493 ms
4.36438 1.73493 ms
4.36438 1.73493 ms
4.36438 1.73493 ms
4.3646 1.76807 ms
4.3646 1.76807 ms
4.3646 1.76807 ms
4.3646 1.76807 ms
4.36493 1.67206 ms
4.36493 1.67206 ms
4.36493 1.67206 ms
4.36493 1.67206 ms
4.3657 1.58805 ms
4.3657 1.58805 ms
4.3657 1.58805 ms
4.3657 1.58805 ms
4.36589 1.51454 ms
4.36589 1.51454 ms
4.36589 1.51454 ms
4.36589 1.51454 ms
4.36604 1.57523 ms
4.36604 1.57523 ms
4.36604 1.57523 ms
4.36604 1.57523 ms
4.36623 1.62832 ms
4.36623 1.62832 ms
4.36623 1.62832 ms
4.36623 1.62832 ms
4.36657 1.67478 ms
4.36657 1.67478 ms
4.36657 1.67478 ms
4.36657 1.67478 ms
4.36734 1.71543 ms
4.36734 1.71543 ms
4.36734 1.71543 ms
4.36734 1.71543 ms
4.36755 1.751 ms
4.36755 1.751 ms
4.36755 1.751 ms
4.36755 1.751 ms
4.36767 1.65713 ms
4.36767 1.65713 ms
4.36767 1.65713 ms
4.36767 1.65713 ms
4.36789 1.57499 ms
4.36789 1.57499 ms
4.36789 1.57499 ms
4.36789 1.57499 ms
4.3682 1.62811 ms
4.3682 1.62811 ms
4.3682 1.62811 ms
4.3682 1.62811 ms
4.36899 1.5496 ms
4.36899 1.5496 ms
4.36899 1.5496 ms
4.36899 1.5496 ms
4.36919 1.6059 ms
4.36919 1.6059 ms
4.36919 1.6059 ms
4.36919 1.6059 ms
4.36933 1.65516 ms
4.36933 1.65516 ms
4.36933 1.65516 ms
4.36933 1.65516 ms
4.36952 1.69826 ms
4.36952 1.69826 ms
4.36952 1.69826 ms
4.36952 1.69826 ms
4.36983 1.61098 ms
4.36983 1.61098 ms
4.36983 1.61098 ms
4.36983 1.61098 ms
4.37063 1.65961 ms
4.37063 1.65961 ms
4.37063 1.65961 ms
4.37063 1.65961 ms
4.37084 1.57716 ms
4.37084 1.57716 ms
4.37084 1.57716 ms
4.37084 1.57716 ms
4.37096 1.50501 ms
4.37096 1.50501 ms
4.37096 1.50501 ms
4.37096 1.50501 ms
4.37116 1.56689 ms
4.37116 1.56689 ms
4.37116 1.56689 ms
4.37116 1.56689 ms
4.37147 1.62102 ms
4.37147 1.62102 ms
4.37147 1.62102 ms
4.37147 1.62102 ms
4.37229 1.6684 ms
4.37229 1.6684 ms
4.37229 1.6684 ms
4.37229 1.6684 ms
4.37248 1.70985 ms
4.37248 1.70985 ms
4.37248 1.70985 ms
4.37248 1.70985 ms
4.3726 1.74611 ms
4.3726 1.74611 ms
4.3726 1.74611 ms
4.3726 1.74611 ms
4.37279 1.65285 ms
4.37279 1.65285 ms
4.37279 1.65285 ms
4.37279 1.65285 ms
4.3731 1.69624 ms
4.3731 1.69624 ms
4.3731 1.69624 ms
4.3731 1.69624 ms
4.37392 1.60921 ms
4.37392 1.60921 ms
4.37392 1.60921 ms
4.37392 1.60921 ms
4.37411 1.65806 ms
4.37411 1.65806 ms
4.37411 1.65806 ms
4.37411 1.65806 ms
4.37423 1.7008 ms
4.37423 1.7008 ms
4.37423 1.7008 ms
4.37423 1.7008 ms
4.37443 1.7382 ms
4.37443 1.7382 ms
4.37443 1.7382 ms
4.37443 1.7382 ms
4.37474 1.64592 ms
4.37474 1.64592 ms
4.37474 1.64592 ms
4.37474 1.64592 ms
4.37555 1.69018 ms
4.37555 1.69018 ms
4.37555 1.69018 ms
4.37555 1.69018 ms
4.37575 1.60391 ms
4.37575 1.60391 ms
4.37575 1.60391 ms
4.37575 1.60391 ms
4.37587 1.52842 ms
4.37587 1.52842 ms
4.37587 1.52842 ms
4.37587 1.52842 ms
4.37606 1.58737 ms
4.37606 1.58737 ms
4.37606 1.58737 ms
4.37606 1.58737 ms
4.3764 1.63895 ms
4.3764 1.63895 ms
4.3764 1.63895 ms
4.3764 1.63895 ms
4.37719 1.68408 ms
4.37719 1.68408 ms
4.37719 1.68408 ms
4.37719 1.68408 ms
4.37738 1.72357 ms
4.37738 1.72357 ms
4.37738 1.72357 ms
4.37738 1.72357 ms
4.3775 1.75812 ms
4.3775 1.75812 ms
4.3775 1.75812 ms
4.3775 1.75812 ms
4.37769 1.66336 ms
4.37769 1.66336 ms
4.37769 1.66336 ms
4.37769 1.66336 ms
4.37803 1.70544 ms
4.37803 1.70544 ms
4.37803 1.70544 ms
4.37803 1.70544 ms
4.37882 1.61726 ms
4.37882 1.61726 ms
4.37882 1.61726 ms
4.37882 1.61726 ms
4.37902 1.6651 ms
4.37902 1.6651 ms
4.37902 1.6651 ms
4.37902 1.6651 ms
4.37914 1.70696 ms
4.37914 1.70696 ms
4.37914 1.70696 ms
4.37914 1.70696 ms
4.37935 1.74359 ms
4.37935 1.74359 ms
4.37935 1.74359 ms
4.37935 1.74359 ms
4.37969 1.65064 ms
4.37969 1.65064 ms
4.37969 1.65064 ms
4.37969 1.65064 ms
4.38046 1.69431 ms
4.38046 1.69431 ms
4.38046 1.69431 ms
4.38046 1.69431 ms
4.38065 1.60752 ms
4.38065 1.60752 ms
4.38065 1.60752 ms
4.38065 1.60752 ms
4.38079 1.53158 ms
4.38079 1.53158 ms
4.38079 1.53158 ms
4.38079 1.53158 ms
4.38099 1.46513 ms
4.38099 1.46513 ms
4.38099 1.46513 ms
4.38099 1.46513 ms
4.38132 1.53199 ms
4.38132 1.53199 ms
4.38132 1.53199 ms
4.38132 1.53199 ms
4.38209 1.59049 ms
4.38209 1.59049 ms
4.38209 1.59049 ms
4.38209 1.59049 ms
4.38231 1.64168 ms
4.38231 1.64168 ms
4.38231 1.64168 ms
4.38231 1.64168 ms
4.38243 1.68647 ms
4.38243 1.68647 ms
4.38243 1.68647 ms
4.38243 1.68647 ms
4.38264 1.72566 ms
4.38264 1.72566 ms
4.38264 1.72566 ms
4.38264 1.72566 ms
4.38296 1.63495 ms
4.38296 1.63495 ms
4.38296 1.63495 ms
4.38296 1.63495 ms
4.38375 1.55558 ms
4.38375 1.55558 ms
4.38375 1.55558 ms
4.38375 1.55558 ms
4.38394 1.48613 ms
4.38394 1.48613 ms
4.38394 1.48613 ms
4.38394 1.48613 ms
4.38409 1.55037 ms
4.38409 1.55037 ms
4.38409 1.55037 ms
4.38409 1.55037 ms
4.38428 1.60657 ms
4.38428 1.60657 ms
4.38428 1.60657 ms
4.38428 1.60657 ms
4.38459 1.65575 ms
4.38459 1.65575 ms
4.38459 1.65575 ms
4.38459 1.65575 ms
4.38538 1.69878 ms
4.38538 1.69878 ms
4.38538 1.69878 ms
4.38538 1.69878 ms
4.3856 1.73643 ms
4.3856 1.73643 ms
4.3856 1.73643 ms
4.3856 1.73643 ms
4.38572 1.64438 ms
4.38572 1.64438 ms
4.38572 1.64438 ms
4.38572 1.64438 ms
4.38591 1.56383 ms
4.38591 1.56383 ms
4.38591 1.56383 ms
4.38591 1.56383 ms
4.38622 1.61835 ms
4.38622 1.61835 ms
4.38622 1.61835 ms
4.38622 1.61835 ms
4.38704 1.66606 ms
4.38704 1.66606 ms
4.38704 1.66606 ms
4.38704 1.66606 ms
4.38723 1.7078 ms
4.38723 1.7078 ms
4.38723 1.7078 ms
4.38723 1.7078 ms
4.38735 1.74432 ms
4.38735 1.74432 ms
4.38735 1.74432 ms
4.38735 1.74432 ms
4.38755 1.77628 ms
4.38755 1.77628 ms
4.38755 1.77628 ms
4.38755 1.77628 ms
4.38786 1.67925 ms
4.38786 1.67925 ms
4.38786 1.67925 ms
4.38786 1.67925 ms
4.38868 1.59434 ms
4.38868 1.59434 ms
4.38868 1.59434 ms
4.38868 1.59434 ms
4.38887 1.52005 ms
4.38887 1.52005 ms
4.38887 1.52005 ms
4.38887 1.52005 ms
4.38899 1.45504 ms
4.38899 1.45504 ms
4.38899 1.45504 ms
4.38899 1.45504 ms
4.38918 1.52316 ms
4.38918 1.52316 ms
4.38918 1.52316 ms
4.38918 1.52316 ms
4.38949 1.58276 ms
4.38949 1.58276 ms
4.38949 1.58276 ms
4.38949 1.58276 ms
4.39031 1.63492 ms
4.39031 1.63492 ms
4.39031 1.63492 ms
4.39031 1.63492 ms
4.3905 1.68055 ms
4.3905 1.68055 ms
4.3905 1.68055 ms
4.3905 1.68055 ms
4.39062 1.72048 ms
4.39062 1.72048 ms
4.39062 1.72048 ms
4.39062 1.72048 ms
4.39081 1.63042 ms
4.39081 1.63042 ms
4.39081 1.63042 ms
4.39081 1.63042 ms
4.39115 1.67662 ms
4.39115 1.67662 ms
4.39115 1.67662 ms
4.39115 1.67662 ms
4.39194 1.59204 ms
4.39194 1.59204 ms
4.39194 1.59204 ms
4.39194 1.59204 ms
4.39214 1.64304 ms
4.39214 1.64304 ms
4.39214 1.64304 ms
4.39214 1.64304 ms
4.39226 1.68766 ms
4.39226 1.68766 ms
4.39226 1.68766 ms
4.39226 1.68766 ms
4.39245 1.7267 ms
4.39245 1.7267 ms
4.39245 1.7267 ms
4.39245 1.7267 ms
4.39279 1.63586 ms
4.39279 1.63586 ms
4.39279 1.63586 ms
4.39279 1.63586 ms
